,sistema_costeiro,bioma,area,populacao,temp_media,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,n_pertence,mata_atlantica,374.459,17330,22.00,426.37,446.70,497.90,538.69,574.55,623.99,676.93,724.26,755.13,775.23,795.70,837.37,856.27,865.98,911.61
,n_pertence,mata_atlantica,435.391,2442,22.00,48.36,48.47,51.78,52.28,57.35,58.01,65.38,67.09,67.97,63.15,69.45,73.54,70.04,71.04,74.98
,n_pertence,mata_atlantica,186.439,6989,22.00,0.78,0.37,0.73,0.71,0.59,0.64,0.68,0.86,0.66,0.63,0.56,0.55,0.68,0.67,2.02
,n_pertence,mata_atlantica,337.991,2257,22.00,48.16,42.23,50.00,52.36,64.05,66.05,69.09,74.86,80.27,83.18,86.35,85.34,87.87,84.15,90.93
,n_pertence,mata_atlantica,92.346,4227,22.00,101.35,104.95,109.66,137.37,138.42,147.80,157.09,166.07,189.85,170.40,178.58,178.58,190.62,173.38,198.95
,n_pertence,mata_atlantica,200.276,12034,22.00,202.74,212.66,239.43,252.17,270.75,290.68,322.30,365.88,372.62,345.51,379.24,410.56,442.97,417.90,471.52
,n_pertence,mata_atlantica,191.278,9945,22.00,261.44,260.55,282.74,289.99,306.94,312.14,328.71,360.04,352.88,355.29,379.32,387.23,406.10,412.14,425.01
,n_pertence,mata_atlantica,560.743,8263,22.00,142.72,153.76,169.20,175.21,188.51,194.52,225.41,237.25,235.68,241.07,255.04,274.18,276.90,273.14,298.89
,Pertence,mata_atlantica,111.377,85734,22.00,2710.45,2690.22,3055.38,3238.14,3790.98,3817.67,4173.31,4649.86,4892.06,5382.75,4940.03,5194.32,5508.13,5687.55,6179.48
,n_pertence,mata_atlantica,65.087,5163,22.00,108.37,110.12,111.03,130.73,136.11,212.74,153.12,163.33,192.03,180.41,178.97,181.53,199.26,182.14,205.43
,n_pertence,mata_atlantica,137.388,4327,22.00,44.08,47.46,55.35,68.64,72.83,77.33,84.92,88.58,92.38,95.80,100.82,109.37,120.55,123.56,136.81
,n_pertence,mata_atlantica,402.852,15010,22.00,476.62,468.19,499.49,585.60,647.24,680.84,670.90,730.05,840.69,756.73,761.55,834.77,800.10,818.25,889.53
,n_pertence,mata_atlantica,295.061,15515,22.00,180.47,185.83,200.23,205.99,239.62,245.58,237.09,262.91,271.07,272.07,284.26,291.39,279.71,268.80,294.02
,n_pertence,mata_atlantica,151.722,2366,22.00,28.08,29.36,32.53,34.67,33.90,34.96,40.08,43.02,45.81,42.38,47.21,49.19,56.01,58.36,64.45
,n_pertence,mata_atlantica,549.859,23161,22.00,783.04,887.61,799.06,866.45,912.22,972.83,1079.04,1087.70,1104.40,1066.71,1241.43,1123.18,1164.97,1128.23,1186.84
,n_pertence,mata_atlantica,847.253,19201,22.00,630.96,634.71,683.28,780.77,806.85,818.60,918.85,956.44,988.33,929.84,1020.21,1037.63,1087.85,1056.80,1044.69
,n_pertence,mata_atlantica,213.543,7251,22.00,207.97,207.38,215.46,227.85,239.67,252.27,270.83,303.57,282.96,263.76,296.88,301.45,342.08,322.49,335.02
,n_pertence,mata_atlantica,188.568,2197,22.00,30.25,31.72,36.26,42.36,43.28,45.64,45.31,50.40,51.22,58.44,58.96,55.27,58.53,66.26,73.34
,n_pertence,mata_atlantica,86.048,1444,22.00,14.23,15.95,17.65,17.54,20.72,23.00,26.25,27.38,25.89,28.46,28.32,32.90,36.18,35.56,45.55
,n_pertence,mata_atlantica,738.331,2352,22.00,33.83,37.28,41.41,42.67,45.83,47.69,47.41,50.72,52.70,53.21,53.81,64.05,66.17,70.82,81.36
,Pertence,mata_atlantica,394.850,178679,22.00,6403.88,6274.37,7040.47,7461.96,7975.73,8648.44,9499.14,10325.08,11133.87,11029.11,11688.40,12069.15,13070.24,13526.26,14995.65
,n_pertence,mata_atlantica,330.878,7321,22.00,168.36,171.65,186.26,194.53,212.39,221.93,246.60,275.09,270.97,266.04,277.73,296.40,314.46,313.33,353.90
,n_pertence,mata_atlantica,289.097,2673,22.00,40.83,43.84,41.24,42.48,50.01,52.94,54.06,58.27,61.17,61.65,66.81,74.62,73.82,76.47,91.57
,n_pertence,mata_atlantica,351.051,16144,22.00,385.47,407.61,454.19,510.90,516.10,516.65,526.79,597.88,618.56,574.96,525.66,629.83,706.10,685.04,762.52
,n_pertence,mata_atlantica,764.737,19521,22.00,384.92,412.89,424.27,484.61,506.43,528.18,578.17,625.69,627.67,716.99,640.22,576.10,705.52,708.22,747.23
,n_pertence,mata_atlantica,180.338,3284,22.00,50.49,50.16,59.90,62.45,65.01,70.46,78.81,92.39,85.97,86.28,94.78,106.75,116.68,102.90,123.16
,Pertence,mata_atlantica,92.638,9269,22.00,0.36,0.61,0.44,0.28,0.55,0.49,0.63,1.05,0.92,0.90,1.23,1.24,2.22,2.12,2.65
,n_pertence,mata_atlantica,617.092,4072,22.00,53.52,51.52,59.65,61.82,70.27,70.93,77.15,86.24,82.34,86.25,91.26,97.95,99.23,92.12,104.75
,n_pertence,mata_atlantica,159.891,3931,22.00,67.08,65.40,65.88,80.46,74.67,82.66,85.52,85.69,91.59,96.34,93.57,96.13,97.61,96.62,106.38
,Pertence,mata_atlantica,57.752,34022,22.00,1382.97,1414.11,1523.58,1710.78,1837.59,1818.02,2080.73,2277.13,2361.28,2580.58,2472.11,2562.12,2660.66,2778.28,3071.03
,n_pertence,mata_atlantica,96.168,2733,22.00,80.82,76.47,84.76,91.40,94.31,98.23,112.15,115.95,115.03,115.45,123.89,131.06,138.42,131.89,158.36
,n_pertence,mata_atlantica,306.760,5873,22.00,120.36,107.66,119.73,132.21,130.47,145.31,159.13,168.41,178.30,177.36,178.27,195.43,200.26,205.40,213.95
,n_pertence,mata_atlantica,99.355,21103,22.00,875.70,932.83,989.45,1091.63,1191.11,1209.64,1407.99,1464.39,1439.72,3142.51,1671.88,1813.88,1929.64,2024.76,2370.79
,n_pertence,mata_atlantica,128.726,3635,22.00,474.09,516.15,555.89,636.89,719.85,734.89,771.78,850.79,903.47,895.21,1009.13,997.32,1064.74,1002.40,1170.08
,n_pertence,mata_atlantica,61.011,3637,22.00,72.53,77.51,80.70,93.40,105.57,107.15,103.71,109.08,115.63,120.56,134.86,139.27,135.52,132.74,141.86
,n_pertence,mata_atlantica,146.088,2907,22.00,135.86,132.98,151.96,163.61,194.65,204.52,193.60,233.44,228.34,238.96,261.84,278.18,287.45,285.68,326.84
,n_pertence,mata_atlantica,63.100,34561,22.00,44.53,43.02,48.26,53.67,53.70,54.83,65.33,68.99,70.65,72.13,76.27,84.01,89.32,87.28,92.03
,n_pertence,mata_atlantica,214.299,4619,22.00,1424.68,1446.66,1528.41,1624.84,1782.66,1864.11,1942.85,2099.80,2116.33,2082.31,2190.28,2230.45,2351.69,2314.63,2435.58
,n_pertence,mata_atlantica,575.170,3426,22.00,132.60,131.91,154.19,153.41,150.09,156.75,176.98,180.74,168.66,167.97,171.72,182.56,203.03,186.37,195.34
,n_pertence,mata_atlantica,396.882,11674,22.00,96.10,89.81,94.69,109.34,118.13,125.29,130.65,135.29,147.13,139.83,152.72,146.81,152.40,155.35,160.14
,Pertence,mata_atlantica,560.731,22466,22.00,293.29,309.51,335.70,367.76,386.81,407.10,429.14,463.88,459.79,442.37,481.02,462.98,520.77,497.40,564.25
,n_pertence,mata_atlantica,93.673,35685,22.00,837.20,880.32,946.55,1072.22,1189.36,1219.76,1331.36,1493.26,1530.76,1765.68,1637.27,1700.90,1822.27,1888.92,2135.45
,n_pertence,mata_atlantica,848.779,17965,22.00,65.37,63.03,71.95,79.09,83.36,89.18,90.52,103.88,109.14,113.07,114.32,133.41,138.47,134.99,137.41
,n_pertence,mata_atlantica,356.539,7305,22.00,399.32,419.35,452.01,510.15,547.54,598.09,612.40,687.24,711.78,707.85,755.80,772.46,812.93,814.05,849.08
,n_pertence,mata_atlantica,65.433,17973,22.00,28.57,28.29,28.58,29.78,33.58,35.85,36.29,37.98,38.11,39.84,43.72,43.50,45.27,44.59,47.20
,n_pertence,mata_atlantica,297.160,2279,22.00,535.21,501.92,600.28,672.91,741.67,791.36,833.21,938.72,988.13,1012.46,1064.45,1075.64,1125.95,1129.45,1192.16
,n_pertence,mata_atlantica,224.748,2950,22.00,38.45,34.77,42.81,44.24,52.71,49.29,50.81,56.79,59.48,68.69,7.01,72.35,73.38,73.08,75.07
,n_pertence,mata_atlantica,85.598,9773,22.00,24.06,24.11,28.76,33.87,39.69,43.54,46.52,50.03,58.86,56.63,64.76,70.34,79.27,70.65,80.44
,n_pertence,mata_atlantica,278.983,2897,22.00,230.55,238.84,249.64,283.42,292.34,292.49,315.70,334.02,331.89,339.56,371.88,372.11,407.19,383.69,446.44
,n_pertence,mata_atlantica,286.461,6199,22.00,107.31,110.79,117.47,145.73,144.57,139.81,150.30,157.85,152.29,154.63,180.13,176.14,187.63,187.48,222.83
,n_pertence,mata_atlantica,314.913,5864,22.00,104.97,111.65,118.55,129.16,137.00,138.39,146.59,161.84,165.91,157.86,178.46,195.61,196.17,192.75,206.57
,n_pertence,mata_atlantica,502.095,7552,22.00,132.38,131.60,148.15,142.46,165.17,175.49,201.79,212.46,223.45,218.22,228.09,229.36,239.01,239.55,239.81
,n_pertence,mata_atlantica,245.057,72931,22.00,169.31,180.36,183.27,201.39,227.91,234.57,258.27,288.00,301.84,298.86,358.08,310.45,322.55,321.59,332.65
,n_pertence,mata_atlantica,260.817,4630,22.00,104.97,111.65,118.55,129.16,137.00,138.39,146.59,161.84,165.91,157.86,178.46,195.61,196.17,192.75,206.57
,n_pertence,mata_atlantica,555.473,11937,22.00,330.01,339.21,367.19,371.18,418.74,449.10,480.73,509.25,554.40,546.87,565.54,594.32,587.23,614.62,710.81
,n_pertence,mata_atlantica,907.420,42684,22.00,1681.71,1648.57,1680.34,1793.11,1857.97,1879.50,1955.37,2074.51,2100.95,2036.98,2173.76,2207.96,2264.72,2201.13,2387.89
,n_pertence,mata_atlantica,282.571,2484,22.00,38.82,43.97,41.48,46.46,51.32,55.54,58.47,62.36,69.21,61.75,58.99,70.55,77.07,80.71,84.49
,n_pertence,mata_atlantica,191.061,4525,22.00,74.81,80.07,89.42,94.28,101.23,109.43,123.21,133.41,143.08,137.93,136.78,150.62,156.49,154.18,172.59
,n_pertence,mata_atlantica,129.001,11647,22.00,550.96,544.15,636.67,587.03,640.72,678.93,732.71,755.42,792.88,762.05,748.31,809.43,801.65,805.94,861.20
,n_pertence,mata_atlantica,223.333,4584,22.00,75.84,82.99,85.17,88.51,94.76,95.96,107.39,118.97,119.06,114.54,117.33,122.55,127.03,127.78,142.82
,n_pertence,mata_atlantica,177.887,7674,22.00,234.14,234.04,270.50,270.57,298.27,303.66,305.08,353.04,350.27,338.08,375.15,382.46,385.67,389.74,385.46
,n_pertence,mata_atlantica,156.568,3727,22.00,30.80,31.14,39.83,44.73,49.51,55.85,62.62,67.20,68.46,69.30,75.29,84.64,91.64,87.95,96.27
,n_pertence,mata_atlantica,104.531,4792,22.00,135.00,139.22,146.02,165.35,172.91,179.31,198.98,214.98,215.63,200.67,212.79,213.96,233.83,214.98,230.71
,Pertence,mata_atlantica,82.984,13128,22.00,284.22,295.03,310.89,361.99,356.42,429.91,443.41,485.41,465.01,518.35,568.87,558.84,571.08,552.52,607.26
,n_pertence,mata_atlantica,1145.845,17004,22.00,472.66,460.63,483.44,504.10,537.84,541.57,578.43,622.45,638.26,621.98,648.83,670.65,706.71,681.88,722.99
,n_pertence,mata_atlantica,81.004,2178,22.00,173.43,173.67,182.26,219.34,233.29,228.20,245.13,277.55,303.27,272.51,388.62,300.88,366.23,346.60,374.87
,n_pertence,mata_atlantica,150.299,2151,22.00,173.43,173.67,182.26,219.34,233.29,228.20,245.13,277.55,303.27,272.51,388.62,300.88,366.23,346.60,374.87
,Pertence,mata_atlantica,715.551,8397,22.00,45.45,48.67,50.66,59.07,63.33,69.89,75.59,83.25,86.97,90.79,94.91,99.71,107.31,108.11,121.59
,n_pertence,mata_atlantica,119.653,8760,22.00,17.40,19.02,22.55,25.04,25.82,27.24,28.93,33.64,36.70,39.94,41.06,46.43,45.90,46.65,53.50
,n_pertence,mata_atlantica,73.335,2317,22.00,25.00,24.18,29.75,30.21,34.81,37.06,37.21,43.84,44.52,49.89,53.07,52.68,51.69,51.36,63.88
,n_pertence,mata_atlantica,344.235,1211,22.00,124.32,131.70,127.30,156.86,173.24,183.36,195.94,217.17,228.98,216.86,231.04,237.31,259.50,253.84,1911.32
,n_pertence,mata_atlantica,495.772,23907,22.00,3678.45,3629.94,3691.27,3972.82,4279.18,4383.69,4604.63,4862.11,4985.68,4809.57,5376.33,5231.04,5447.14,5304.62,5726.63
,n_pertence,mata_atlantica,149.891,86317,22.00,26.13,27.83,31.14,37.10,39.97,42.31,54.07,60.08,59.66,60.25,67.09,71.77,70.03,69.14,77.26
,n_pertence,mata_atlantica,162.120,2239,22.00,247.76,292.94,311.64,362.96,373.81,362.86,380.66,406.09,414.33,410.76,442.70,459.98,480.19,468.36,538.33
,n_pertence,mata_atlantica,345.903,11456,22.00,131.30,118.99,132.70,135.04,150.15,154.50,167.76,183.17,187.44,177.74,199.89,192.59,204.16,201.95,200.52
,n_pertence,mata_atlantica,367.525,5646,22.00,257.14,260.45,269.33,307.41,338.36,339.37,349.03,363.32,359.70,371.54,395.15,391.01,411.71,393.60,445.99
,n_pertence,mata_atlantica,493.266,9422,22.00,2570.07,2538.17,2695.51,3021.75,3175.33,3177.96,3464.90,3673.40,3831.43,3704.10,3712.89,3778.57,4053.73,4084.68,4679.38
,Pertence,mata_atlantica,200.765,54751,22.00,1059.72,1064.82,1268.46,1374.19,1586.17,1518.05,1598.31,1695.19,1795.24,1786.82,1874.35,1908.20,1972.31,1918.30,2088.32
,n_pertence,mata_atlantica,151.885,39719,22.00,74.25,71.51,74.56,63.17,84.57,89.32,93.03,94.27,104.11,104.76,114.96,120.64,131.42,139.30,164.25
,n_pertence,mata_atlantica,163.747,3784,22.00,94.23,96.60,113.52,115.47,125.10,139.72,138.83,173.52,185.76,167.15,190.34,200.36,220.00,212.73,241.32
,Pertence,mata_atlantica,1888.634,253705,22.00,783.59,798.46,840.51,881.42,965.04,983.16,997.12,1074.84,1093.42,1056.08,1265.13,1200.10,1254.71,1175.58,1231.75
,n_pertence,mata_atlantica,150.499,13811,22.00,12161.08,11964.85,13099.22,13784.51,15019.28,15017.43,15742.03,16607.17,16886.30,18534.85,17074.54,17441.32,18403.62,18098.25,19395.49
,n_pertence,mata_atlantica,280.760,8054,22.00,351.52,351.61,384.63,417.61,439.32,452.40,479.59,529.94,551.99,540.47,595.87,599.15,666.91,622.64,700.55
,n_pertence,mata_atlantica,948.714,24501,22.00,85.19,89.67,94.71,99.41,112.79,114.73,124.87,137.09,142.73,128.48,147.26,144.22,158.23,163.37,171.79
,n_pertence,mata_atlantica,356.193,13886,22.00,731.94,720.12,788.36,855.11,943.91,958.45,1021.15,1076.68,1147.07,1113.32,1209.35,1226.78,1255.02,1271.21,1434.81
,n_pertence,mata_atlantica,72.755,1794,22.00,14.28,14.27,15.66,18.20,20.87,21.58,22.08,25.99,28.94,32.32,34.79,34.00,31.24,34.53,38.90
,n_pertence,mata_atlantica,234.202,41246,22.00,1624.84,1657.37,1756.67,1912.19,2063.10,2034.17,2111.28,2305.58,2520.34,2347.77,2682.72,2680.09,2813.22,2669.93,3029.41
,n_pertence,mata_atlantica,139.196,6046,22.00,138.08,141.16,161.69,162.87,166.95,182.24,177.67,177.67,208.24,189.18,209.17,220.95,243.93,241.03,247.56
,n_pertence,mata_atlantica,205.781,9874,22.00,155.93,151.94,159.65,170.90,184.70,189.02,192.33,218.36,210.44,194.29,213.93,234.35,243.89,233.71,239.78
,n_pertence,mata_atlantica,165.237,22605,22.00,571.71,558.52,641.34,746.24,819.21,855.77,942.71,1009.76,1052.76,1064.15,1070.36,1124.50,1159.77,1124.30,1275.35
,n_pertence,mata_atlantica,309.627,17610,22.00,538.36,557.88,586.01,612.61,665.30,681.98,695.73,772.24,779.61,744.14,834.00,859.79,895.54,847.97,1028.82
,n_pertence,mata_atlantica,90.564,3249,22.00,66.69,70.66,75.88,92.30,98.27,95.31,105.91,118.27,116.60,114.85,129.68,127.80,134.71,126.93,138.57
,n_pertence,mata_atlantica,262.004,14176,22.00,87.39,81.63,88.65,91.05,105.31,105.69,96.51,104.92,0.34,0.11,0.02,0.04,0.00,0.00,0.18
,Pertence,mata_atlantica,143.457,31084,22.00,968.32,1005.24,1094.40,1135.22,1262.98,1295.42,1382.97,1514.49,1524.90,1474.97,1550.94,1691.94,1699.60,1564.31,1634.82
,n_pertence,mata_atlantica,113.125,2386,22.00,0.24,0.28,0.24,0.27,0.25,0.39,0.33,0.40,0.48,0.45,0.76,1.03,0.91,1.41,3.15
,n_pertence,mata_atlantica,693.847,18576,22.00,550.67,524.55,572.92,622.19,666.38,704.61,725.97,819.64,819.16,793.48,855.73,896.28,943.66,928.21,964.98
,n_pertence,mata_atlantica,390.044,8648,22.00,214.87,225.84,250.72,266.13,292.79,301.50,295.96,306.87,308.07,298.60,321.76,312.50,324.42,315.25,337.66
,Pertence,mata_atlantica,279.159,39889,22.00,1481.81,1449.92,1611.61,1714.76,1957.67,1959.50,2118.86,2333.73,2434.63,2353.70,2505.78,2605.74,1348.16,1436.96,1481.81
,n_pertence,mata_atlantica,128.313,45703,22.00,1964.74,1956.44,2108.10,2204.95,2400.76,2514.37,2668.18,2864.18,3062.21,2935.75,3090.93,3197.95,3324.77,3197.21,3438.46
,n_pertence,mata_atlantica,596.344,8003,22.00,122.04,119.74,131.06,139.24,149.16,166.34,172.08,184.57,191.14,196.02,192.81,222.14,225.77,228.92,247.66
,n_pertence,mata_atlantica,436.496,19455,22.00,592.28,563.44,634.00,661.05,692.86,734.50,813.73,840.74,931.67,853.40,892.58,921.21,850.59,936.99,1035.95
,n_pertence,mata_atlantica,185.937,8138,22.00,213.55,208.12,232.81,240.98,276.11,274.28,302.76,366.76,376.05,369.99,423.05,422.91,467.24,427.32,493.00
,n_pertence,mata_atlantica,109.648,7506,22.00,274.97,265.86,270.69,302.53,322.16,328.19,346.34,384.98,389.42,369.71,401.80,411.29,437.68,418.91,427.61
,Pertence,mata_atlantica,301.485,107143,22.00,4340.48,4453.70,4459.12,4618.20,4967.95,5014.82,5267.67,5419.29,5607.45,5430.92,5882.10,5739.70,5972.73,5771.37,5924.25
,n_pertence,mata_atlantica,132.939,4507,22.00,74.88,77.14,81.18,82.77,88.25,92.88,104.74,112.85,120.48,113.27,132.25,129.24,147.91,139.82,160.33
,n_pertence,mata_atlantica,92.857,2364,22.00,52.38,47.38,48.40,54.09,56.45,61.62,67.81,72.18,71.20,70.18,68.57,78.97,85.76,82.86,101.63
,n_pertence,mata_atlantica,1021.371,11311,22.00,279.49,288.66,307.83,331.07,361.91,375.89,375.31,397.89,402.39,416.93,451.93,475.59,519.78,489.06,570.80
,n_pertence,mata_atlantica,350.472,2453,22.00,49.08,49.77,53.35,54.43,57.76,55.29,60.55,61.59,66.98,68.54,77.19,85.86,88.54,85.92,93.94
,n_pertence,mata_atlantica,166.685,3569,22.00,76.25,83.72,86.76,92.43,101.18,102.20,109.15,122.81,128.18,123.28,133.44,130.83,139.26,138.28,153.31
,n_pertence,mata_atlantica,350.606,2387,22.00,37.29,40.58,38.25,44.69,42.16,40.40,47.42,58.77,83.99,65.22,62.93,56.59,39.14,56.25,63.75
,n_pertence,mata_atlantica,299.807,4411,22.00,159.21,148.12,163.82,164.07,162.97,163.02,163.55,180.08,182.37,179.69,184.18,182.02,191.51,177.24,204.55
,n_pertence,mata_atlantica,346.932,6321,22.00,101.18,103.73,114.00,119.16,145.89,169.21,154.51,171.66,172.55,182.12,182.54,188.37,186.32,177.02,208.87
,n_pertence,mata_atlantica,384.127,54145,22.00,2079.88,2172.96,2320.00,2473.72,2675.26,2766.20,2833.59,3025.29,3128.12,2970.73,3301.87,3241.05,3475.77,3257.85,3768.03
,n_pertence,mata_atlantica,370.414,4907,22.00,65.20,69.13,84.94,105.32,118.31,132.34,138.46,160.24,156.54,160.04,174.17,187.61,300.68,189.75,202.41
,n_pertence,mata_atlantica,153.776,4032,22.00,55.56,50.19,63.58,76.75,94.34,102.13,107.61,127.51,138.21,146.20,159.47,167.02,176.19,174.84,191.90
,n_pertence,mata_atlantica,218.032,3873,22.00,62.93,61.68,64.56,70.02,78.17,76.01,73.55,86.23,85.07,78.91,88.21,94.89,97.83,96.39,107.79
,n_pertence,mata_atlantica,190.179,3432,22.00,94.10,87.46,93.25,99.14,110.85,110.68,114.82,120.70,135.28,139.46,148.63,144.77,181.05,186.41,199.12
,n_pertence,mata_atlantica_pampa,291.503,291503,16.00,599.00,599.00,636.00,712.00,770.00,818.00,906.00,946.00,1040.00,1134.00,1228.00,1322.00,1416.00,1510.00,1604.00
,n_pertence,mata_atlantica,534.624,534624,16.00,4390.00,4524.00,4882.00,5165.00,5571.00,5915.00,6379.00,6578.00,7621.00,8664.00,9707.00,10750.00,11793.00,12836.00,13879.00
,n_pertence,mata_atlantica_pampa,322.674,322674,16.00,2014.00,2133.00,2189.00,2366.00,2541.00,2723.00,2923.00,3045.00,3556.00,4067.00,4578.00,5089.00,5600.00,6111.00,6622.00
,n_pertence,mata_atlantica,316.394,316394,16.00,1138.00,1188.00,1226.00,1325.00,1404.00,1468.00,1606.00,1653.00,1875.00,2097.00,2319.00,2541.00,2763.00,2985.00,3207.00
,n_pertence,pampa,7800.428,7800428,16.00,39251.00,40701.00,41301.00,44044.00,45803.00,48921.00,51773.00,51725.00,58520.00,65315.00,72110.00,78905.00,85700.00,92495.00,99290.00
,n_pertence,mata_atlantica_pampa,172.794,172794,16.00,778.00,764.00,795.00,861.00,921.00,957.00,1049.00,1087.00,1197.00,1307.00,1417.00,1527.00,1637.00,1747.00,1857.00
,n_pertence,mata_atlantica,325.979,325979,16.00,1128.00,1238.00,1262.00,1347.00,1454.00,1498.00,1638.00,1714.00,1884.00,2054.00,2224.00,2394.00,2564.00,2734.00,2904.00
,n_pertence,mata_atlantica,78.846,78846,16.00,568.00,594.00,652.00,699.00,775.00,813.00,912.00,1051.00,1193.00,1335.00,1477.00,1619.00,1761.00,1903.00,2045.00
,n_pertence,pampa,71.700,71700,16.00,71156.00,75103.00,77988.00,83673.00,88594.00,95658.00,101919.00,110733.00,121178.00,131623.00,142068.00,152513.00,162958.00,173403.00,183848.00
,n_pertence,pampa,505.983,505983,16.00,693.00,776.00,866.00,956.00,1019.00,1124.00,1167.00,1250.00,1285.00,1320.00,1355.00,1390.00,1425.00,1460.00,1495.00
,n_pertence,mata_atlantica,93.704,93704,16.00,75.00,60.00,63.00,67.00,95.00,85.00,113.00,255.00,247.00,239.00,231.00,223.00,215.00,207.00,199.00
,n_pertence,mata_atlantica,331.227,331227,16.00,301.00,330.00,349.00,389.00,452.00,468.00,472.00,514.00,553.00,592.00,631.00,670.00,709.00,748.00,787.00
,n_pertence,mata_atlantica,242.260,242260,16.00,1395.00,1508.00,1534.00,1665.00,1853.00,1914.00,2182.00,2338.00,2639.00,2940.00,3241.00,3542.00,3843.00,4144.00,4445.00
,n_pertence,mata_atlantica,348.132,348132,16.00,5578.00,5828.00,5899.00,6154.00,6524.00,7159.00,7481.00,8178.00,8806.00,9434.00,10062.00,10690.00,11318.00,11946.00,12574.00
,Pertence,pampa,518.193,518193,16.00,2817.00,2959.00,3009.00,3227.00,3484.00,3701.00,3896.00,4199.00,4734.00,5269.00,5804.00,6339.00,6874.00,7409.00,7944.00
,n_pertence,mata_atlantica,35.391,35391,16.00,2829.00,3012.00,3168.00,3416.00,3649.00,4122.00,4627.00,4919.00,5557.00,6195.00,6833.00,7471.00,8109.00,8747.00,9385.00
,n_pertence,mata_atlantica,342.279,342279,16.00,1655.00,1800.00,1779.00,1914.00,2147.00,2191.00,2382.00,2646.00,2965.00,3284.00,3603.00,3922.00,4241.00,4560.00,4879.00
,n_pertence,mata_atlantica,157.088,157088,16.00,9487.00,10088.00,10374.00,11079.00,11734.00,12556.00,13747.00,14784.00,16536.00,18288.00,20040.00,21792.00,23544.00,25296.00,27048.00
,n_pertence,pampa,124.693,124693,16.00,74.00,84.00,106.00,208.00,237.00,1067.00,280.00,305.00,344.00,383.00,422.00,461.00,500.00,539.00,578.00
,Pertence,mata_atlantica,119.163,119163,16.00,9720.00,10339.00,10950.00,11933.00,12541.00,13219.00,14418.00,14164.00,16758.00,19352.00,21946.00,24540.00,27134.00,29728.00,32322.00
,n_pertence,mata_atlantica,315.132,315132,16.00,2859.00,3026.00,3114.00,3311.00,3475.00,3573.00,3814.00,4003.00,4487.00,4971.00,5455.00,5939.00,6423.00,6907.00,7391.00
,n_pertence,pampa,425.791,425791,16.00,6395.00,6773.00,6959.00,6987.00,7417.00,7242.00,8292.00,8910.00,9843.00,10776.00,11709.00,12642.00,13575.00,14508.00,15441.00
,Pertence,pampa,2508.545,2508545,16.00,7450.00,8029.00,8389.00,8864.00,9468.00,10002.00,10207.00,10958.00,11791.00,12624.00,13457.00,14290.00,15123.00,15956.00,16789.00
,n_pertence,mata_atlantica,270.241,270241,16.00,2935.00,3124.00,3306.00,3586.00,3746.00,3893.00,4148.00,4464.00,5041.00,5618.00,6195.00,6772.00,7349.00,7926.00,8503.00
,n_pertence,mata_atlantica_pampa,348.231,348231,16.00,1781.00,1844.00,2001.00,2227.00,2368.00,2462.00,2728.00,2888.00,3274.00,3660.00,4046.00,4432.00,4818.00,5204.00,5590.00
,n_pertence,mata_atlantica,156.727,156727,16.00,723.00,814.00,804.00,897.00,981.00,1007.00,1073.00,1222.00,1338.00,1454.00,1570.00,1686.00,1802.00,1918.00,2034.00
,n_pertence,pampa,4090.360,4090360,16.00,56705.00,60876.00,62620.00,65525.00,69148.00,71345.00,73811.00,78191.00,84523.00,90855.00,97187.00,103519.00,109851.00,116183.00,122515.00
,Pertence,pampa,102.386,102386,16.00,11807.00,12088.00,12358.00,12999.00,14239.00,14932.00,15436.00,16376.00,17895.00,19414.00,20933.00,22452.00,23971.00,25490.00,27009.00
,n_pertence,mata_atlantica,124.113,124113,16.00,19.00,33.00,44.00,62.00,102.00,114.00,117.00,134.00,164.00,194.00,224.00,254.00,284.00,314.00,344.00
